month,worker_id,market,revenue,revenue_minus_direct_costs
2023-03-01,bf8GCh+r8FZmWSUFxvY7WPGeVRE=,washington-dc,2520,504
2023-03-01,mC32MSWVkZYe8UgwZj2oor4xQVA=,sf-bay-area,380,76
2023-03-01,EU11QyEh1CqYw86C2ldtkxj4SkA=,washington-dc,2871.6,574.32
2023-03-01,td4D0L10dV8zu/orbq4oLHiesG4=,los-angeles,7976.85,1788.348333
2023-03-01,Qaa8kakeZHuzx30DS61/fDwbt7o=,los-angeles,0,0
2023-03-01,N7fdi+c1KeXkuhzT6TIdE1Y9gnM=,sf-bay-area,250,50
2023-03-01,IsVlI+detzDutK2wef4fT+fOVVg=,sf-bay-area,827.05,131.705
2023-03-01,4Q1ggOkzTRGL/RScWJ/sMwhPT6c=,los-angeles,120,28
2023-03-01,JJsu1HrpJzvoX40T+JqEZbHgSm0=,washington-dc,175,35
2023-03-01,zbK9A1CMsJMFqVRrHJVn4fIMcL8=,washington-dc,930,154
2023-03-01,a+kspXvrClr8FopMHiYeY2I9MT8=,washington-dc,1787.6,325.52
2023-03-01,2MgffrUsBqsaGSVRrr/pJ7R2bmU=,los-angeles,312,62.4
2023-03-01,Ne6JS2x3ShuCNw1E7F8FtST78jI=,sf-bay-area,3125,625
2023-03-01,InfvZNkMb7yt71HUE7W282emfHY=,sf-bay-area,1478.75,295.75
2023-03-01,WoHaxFOHzsFpv8CqpopJ4D1jgPw=,sf-bay-area,1554.38,235.8762963
2023-03-01,RvNs034GSJ9EAunKY5dg7+UfPtA=,sf-bay-area,2460,332
2023-03-01,Silc72izNP876APCkaM0f88wcds=,new-york-city,150,30
2023-03-01,p19a+ZAYm72R0w2APu+tfJPllFM=,new-york-city,0,0
2023-03-01,t6do+7ZkJI5SywgvBwC0Ro+glQI=,sf-bay-area,250,50
2023-03-01,uUOQE5pJevSqWH+kfCpRINftUQQ=,sf-bay-area,2072.75,327.2075
2023-03-01,mq5PzplPfVYp0+7E/3Z4Xdl1+L8=,sf-bay-area,250,50
2023-03-01,IidIcqLk7XZbwbkDFZvSwBrQrGs=,sf-bay-area,922,184.4
2023-03-01,VEvxgXQ4CoO5/Mx5+B5VMN/xEy4=,sf-bay-area,1102,69.4
2023-03-01,UEb9Fr1K0eYVmK2LYth2Jodyfb0=,sf-bay-area,250,50
2023-03-01,q+0l78u/fU1oZ3JvFW3up/FQsg8=,sf-bay-area,2403,440.6
2023-03-01,xqPmtFHopHSYKLAdb8bhtsgRPTw=,sf-bay-area,364,72.8
2023-03-01,4X+NVnRYrX1lAPmdq3hoY31JnrI=,los-angeles,1760,353.8
2023-03-01,o2mAENuqgooT9QXW+MyqbObjO88=,washington-dc,0,0
2023-03-01,rjuxOIt7RQopOShBWpvAF2YYf3E=,other,0,0
2023-03-01,rjuxOIt7RQopOShBWpvAF2YYf3E=,los-angeles,3360,496
2023-03-01,4/CsSt7xuyiskVnZZPYrts/zFXQ=,sf-bay-area,2092.05,384.705
2023-03-01,nn9mt1lqbuLbI6fDk15qTSaHFJY=,sf-bay-area,250,50
2023-03-01,Gll/4Y3FTH78dvBXN5LQiG+u8ps=,sf-bay-area,200,40
2023-03-01,w3VIahNbZh0u4WZ4BcARVxMU9M0=,washington-dc,945,189
2023-03-01,/kwtJ12vS9YqXfqfw+05ivYMc04=,sf-bay-area,193.75,38.75
2023-03-01,T1nGjgrwR7tqdfVpaXpFptG6aso=,sf-bay-area,1254,239.6
2023-03-01,8Vb8Y9PO4C/2kKvGDptGXg4en9c=,sf-bay-area,2500,500
2023-03-01,afJqnzkOkvMz2HXimxvyZYRzjts=,sf-bay-area,2572,413.4
2023-03-01,8ahkML43HW/hRTbl/WG4+QfsL8c=,sf-bay-area,3786.25,725.8625
2023-03-01,WrPikkyBqGNTZgy3SeodOwVSr+c=,sf-bay-area,2752,550.4
2023-03-01,Jt61ZiagZI9+wHpvqayX38ZjGtk=,sf-bay-area,1750,350
2023-03-01,C5LdYJrO88xGgy4NeBPwO1MKwNI=,washington-dc,875,175
2023-03-01,PHe0qTkqxCJSaG29JNZC46wF+QQ=,washington-dc,1180,236
2023-03-01,yMYFHcRqZk472rdybDa0Ni9SjR8=,sf-bay-area,896.875,161.8728125
2023-03-01,7IUsMdSpeD5N8V9l2/iQjHq6ARY=,los-angeles,480,96
2023-03-01,qJ1TwqWVyG1fV1H/Dp2/mDMPbz4=,sf-bay-area,3810,762
2023-03-01,4TIEoBqQt8KJeQHYO//PvRSZigU=,sf-bay-area,1218.75,243.75
2023-03-01,Rjzf6Fp5Bde/K7/D7cvYpJ4eAEU=,sf-bay-area,846.875,151.8728125
2023-03-01,5ygeAZdHntP7bcM8JsPWC12GsrI=,sf-bay-area,1554,134.8
2023-03-01,etffg8do+y/t/oevQpy8eqc9PmM=,sf-bay-area,200,40
2023-03-01,U1dmac8G5oTIADwo3gzbDEW4BKc=,new-york-city,150,5
2023-03-01,ob6IV735vQXm00DaiGCvkdKDjZI=,washington-dc,1976.8,326.24
2023-03-01,QbQ3kt6zgn+KbZ+vwVwQGzZkROk=,sf-bay-area,2471.7,247.17
2023-03-01,T9KLC6d3HlAJ9r7N9asYy7XnLXI=,sf-bay-area,120,24
2023-03-01,TkMRztKN74W40k+4GiqG+AQxcms=,los-angeles,3158,719.4
2023-03-01,Q6d44MmdddtgVviyfSbfwitpMeU=,sf-bay-area,680,136
2023-03-01,UWDk5VDW9+FpSSPV7sKEwP+hTU8=,sf-bay-area,4500,900
2023-03-01,y7qorx9bxt/2jgsARjUAojQSQlI=,sf-bay-area,737,147.4
2023-03-01,xSnDJZVIp0XW3sPpnpGUFnqgLG4=,other,480,112
2023-03-01,xSnDJZVIp0XW3sPpnpGUFnqgLG4=,los-angeles,2598,535.6
2023-03-01,PaBU82m/oEq9KzzBqGCVprqyhwo=,los-angeles,480,112
2023-03-01,hPLW9ZJlJnvAMTntr43KYfQer+8=,sf-bay-area,3531.5,562.3
2023-03-01,O8WpoNU7zD6dAOoRYhghtETvb3g=,sf-bay-area,2580,516
2023-03-01,i1tSntQkNetESh67QfZbapU4fHM=,sf-bay-area,187.5,37.5
2023-03-01,yQ9VeRSzVWiPH1Ihfk8hjn2Dcj4=,sf-bay-area,3615,687
2023-03-01,yQ9VeRSzVWiPH1Ihfk8hjn2Dcj4=,los-angeles,168,33.6
2023-03-01,sm1n+N4mq//a0Ioqg1fxwtk2rBw=,sf-bay-area,960,192
2023-03-01,Y8wkI+DKIlE28SMbEK624VBpp2Y=,los-angeles,160,32
2023-03-01,L7j/Z0B8jkWO32ow8t1oXKH97Ak=,sf-bay-area,2198.85,219.885
2023-03-01,xzCUlv8ywheu7+xq+kmbuQwuQJU=,sf-bay-area,1793.75,358.75
2023-03-01,52OpgXugN9ulHc32+b+YAPcC/v4=,sf-bay-area,2828,370.44
2023-03-01,aJ1Bf0FxfFaMB3yjf3QcaVTahM4=,sf-bay-area,600,120
2023-03-01,WDOk5SKLOsHsLQv7Qaf5pQKwS3k=,los-angeles,600,120
2023-03-01,pweTXIFQD+VvK75kr/QkqqKBgzY=,washington-dc,175,35
2023-03-01,F30W7iNqDWugpPAV65CashG9yIU=,other,240,56
2023-03-01,F30W7iNqDWugpPAV65CashG9yIU=,los-angeles,3920,816
2023-03-01,xieFdHqlose4lJlfkBXFQqJzxRg=,sf-bay-area,1020,179
2023-03-01,6eKeRdi1sa3nLYZyHfQpQnWnyl0=,los-angeles,800,160
2023-03-01,av0b4L7634Piw89UjYQjX7SAxVQ=,sf-bay-area,2075,415
2023-03-01,R/+ZGStWpXInbGHGhJVIRZNYrjU=,sf-bay-area,242,48.4
2023-03-01,1rPyf6kWPe5p+Ykdhws6oYIj49E=,sf-bay-area,587.05,83.705
2023-03-01,/ffJA/1jRM2Gq7MGUWFXld9eGqA=,sf-bay-area,3420.25,207.3946875
2023-03-01,OYnEtg5kkZGYIvA5pA2Zj8t7k78=,sf-bay-area,202,40.4
2023-03-01,lzsIdU1fd2r4mQH32DohfLPLuJo=,sf-bay-area,560,112
2023-03-01,Kb+rm3SqL98N1Z9XGU8isJgQ5q0=,los-angeles,4800,968
2023-03-01,CxgF4C8zpyq9XtFbiBzWcSXqPKg=,los-angeles,1920,448
2023-03-01,Sy54qUidrHSjBEXFw4DA6S3wYc8=,washington-dc,2785,557
2023-03-01,YpvGssPJhsMexoJVdYNYlkfsZAE=,washington-dc,2590,518
2023-03-01,F7/+XiBxyNXV6zkRlbUlKJGEsKA=,sf-bay-area,1116,212
2023-03-01,QXcpaH2iQtUR42BmGVEOuaM0YgM=,sf-bay-area,3470,694
2023-03-01,A1DMjH2PBhm2YYASBgRV9E69PTU=,other,0,0
2023-03-01,A1DMjH2PBhm2YYASBgRV9E69PTU=,los-angeles,3600,619
2023-03-01,ByeucrfzBSEFqiGSAbjvRJdvE0E=,sf-bay-area,2100,305
2023-03-01,ZA0SQo9VpEQERqORdxB4RNe3204=,sf-bay-area,1000,200
2023-03-01,ShantiLO4p1H6dHWwj6jql6CxnE=,sf-bay-area,860,172
2023-03-01,Lh6D9oC9kikhr4eEwltruGN53y0=,los-angeles,1800,420
2023-03-01,ovK3seFCUw9ElUMCnLpEv3JX1Jo=,washington-dc,2880,576
2023-03-01,urVLrjnayITqiiFoYy94F44JkBI=,washington-dc,350,70
2023-03-01,9hYkXQcUgllwxWDpqKvnmTrwzJk=,los-angeles,1120,224
2023-03-01,IPSqVyD9R3bSVZc2pcTuIEPH72g=,washington-dc,1225,245
2023-03-01,AwrBaCwEw/CCx40vdMzVK3wbDP8=,washington-dc,1860,372
2023-03-01,R8M0f1Oi8SDk00rt8PG0G4PUyig=,sf-bay-area,4370.125,820.5728125
2023-03-01,jFhTYsru5KEr/Z7T/coVTfCwzj8=,los-angeles,120,28
2023-03-01,eSTnqzJbaX2CXYAI6sgb388X+Gc=,washington-dc,1050,210
2023-03-01,8PhIX5Elu2uzZT1//+GmVbnz6To=,sf-bay-area,2417.4,335.49
2023-03-01,aiyQVuRCfpdxUj+23SKpZts3V6M=,sf-bay-area,420,84
2023-03-01,XP/NWY7Sgy3epaysb6WkK5PYY0I=,other,240,56
2023-03-01,XP/NWY7Sgy3epaysb6WkK5PYY0I=,los-angeles,1640,371.8
2023-03-01,hG7j/qkxxyl46eztmcdniIztlhs=,los-angeles,840,172
2023-03-01,6CyVQKZ8Kin45oXWhCRLWe+46LU=,new-york-city,0,-145
2023-03-01,3eB5+iD8W2FcOJnQ1LMg6jSh5ow=,other,240,56
2023-03-01,3eB5+iD8W2FcOJnQ1LMg6jSh5ow=,los-angeles,720,168
2023-03-01,blVubRTn5GupjYiyek/KAD9glCw=,sf-bay-area,2184.5,422.4225
2023-03-01,JLGRFJiUFcGyBCpsB5K0cFhvu0U=,sf-bay-area,1750,350
2023-03-01,g+Poz4Kwm6qGPTbGyIo48ZWHY50=,sf-bay-area,200,40
2023-03-01,Rofw5THrtG4HsZg34q8Rz5SutA0=,los-angeles,240,56
2023-03-01,atLHJ0zSGAiL9wbQ467xW7fjPks=,los-angeles,960,200
2023-03-01,lF7zP4U7x2FmoBywV0Jv+5u+ys0=,los-angeles,1925,408.6
2023-03-01,h17zZaEAmIdTOnbfcV1EpbXQEzA=,sf-bay-area,2706,445.045
2023-03-01,y/LX+/mjHS0NAbOZYcFjHrI+FLg=,sf-bay-area,2996,496.8
2023-03-01,TKCCdWDWsZyWsVs6ZchA2Fpj0EQ=,los-angeles,4007,873
2023-03-01,AIeNSXKbdeBegbVh2SmN03gu6ZI=,sf-bay-area,200,40
2023-03-01,885bSnkHChfdfCBHEC80oyDfQ80=,sf-bay-area,3642.9,512.44
2023-03-01,KWom7BJ5MFUduN8U12um9ZjyVtc=,los-angeles,240,56
2023-03-01,rwUMSmjIRwH8aPFmywX8+z2uRZc=,sf-bay-area,880,153.6
2023-03-01,gPhpWnIfPUkyl2e7Z1al0XiYh1k=,los-angeles,3440,707.8
2023-03-01,2RdhWOtWERGILsrS6oeQK4mLBj4=,sf-bay-area,472.5,122.5
2023-03-01,90EDmgA+koP85A21HCEiWFlThRY=,other,240,56
2023-03-01,90EDmgA+koP85A21HCEiWFlThRY=,los-angeles,1680,376
2023-03-01,STGBL9pdqW3O6MGICsCPYD/T1X0=,sf-bay-area,2400,480
2023-03-01,XcAsCiB6acPDOiMK5vL0OmeMumU=,sf-bay-area,1748.6,312.485
2023-03-01,y1FJX3H2SC+MzTQKptzEZzFDd/8=,sf-bay-area,783.5,156.7
2023-03-01,p/mJgV1yQShtgRSfqJUtvbV58GA=,sf-bay-area,1450,250
2023-03-01,+jCx8LbqAau6dP0Or1/8d7J3Z3U=,sf-bay-area,1590,318
2023-03-01,xPYIsAdxyYKIE2b1IMa9xwW232A=,sf-bay-area,910,182
2023-03-01,nd49eCDlW3v4s85nv/lkrhJCVWE=,sf-bay-area,400,0
2023-03-01,rqRpe5brdD/2/m65DEI3vgn6MR4=,sf-bay-area,875,175
2023-03-01,aQIuoW+G86dmFuyQzDODaENGTzQ=,washington-dc,1337.5,250
2023-03-01,N8tjpFd4O7GSPsOk1p1MVDIqMYA=,sf-bay-area,220,44
2023-03-01,dTvBcGs3S6qYGh7jZi8zFBzVe80=,sf-bay-area,606,121.2
2023-03-01,aaP/6HRBCEUnUsBmlfgTfejAQhk=,sf-bay-area,2625,525
2023-03-01,4SRhwYzNeM8cj/Xf76EI5BqCU34=,los-angeles,1735,275
2023-03-01,b38jBXGto4FWZJKpCx+cdvYyws0=,washington-dc,495,99
2023-03-01,8dHCK94KhaAXrd3EzM0Niak06DQ=,washington-dc,345,69
2023-03-01,VZNxy7LAsFrY1GxPP0cmn//EsCk=,los-angeles,1960,415.6
2023-03-01,XnUnkOnpQ1v5dEc4yopM0EWg790=,sf-bay-area,320,64
2023-03-01,CKrhxBLEGfaq0YxEMBjX1RNHSW4=,new-york-city,1775,355
2023-03-01,hFhxkez0ot3x2XhTQzXc4zJm3tA=,sf-bay-area,393.75,78.75
2023-03-01,RV3dfzNPToLhnXz3mslMhaTkG48=,sf-bay-area,900,180
2023-03-01,eGX9ec/cBnLXsowtUF+1LIAcUho=,sf-bay-area,200,40
2023-03-01,9Pde2B4q88aozpRyRhVOIgOezgg=,sf-bay-area,200,40
2023-03-01,gEDhDbqTA/FNrsC0H5DQPm0fPPc=,sf-bay-area,300,44
2023-03-01,jl55ncPwPxCL58qfZWpaMYaWnU8=,sf-bay-area,2306.25,461.25
2023-03-01,dKCm4Eu6uWjX+s20T2co+QpeH2U=,los-angeles,2070,414
2023-03-01,3+yTRvOS9RVVfTL2mYwQgRu0RDs=,los-angeles,240,56
2023-03-01,OK4bPNqySsu2jjM1PmtkDXES7MU=,washington-dc,350,70
2023-03-01,ivHRkhnhZhmD1gxjebtOYMNZvmI=,washington-dc,2085,417
2023-03-01,rTzXU1CEWv3XGLevuNgHWyIkhrM=,washington-dc,160,32
2023-03-01,ciF16e3/kogs0LLZunZwODHYZvs=,los-angeles,750,120
2023-03-01,mfxTmT4vHznDrpvP9hXhExtlUOk=,los-angeles,6250,1458.333333
2023-03-01,V5mghe4//GDEgJLNxQbdKh8yPPU=,other,240,56
2023-03-01,V5mghe4//GDEgJLNxQbdKh8yPPU=,los-angeles,1045,144.8
2023-03-01,zQIq4vLs7+qGKh9iqI8Oy27Fiio=,los-angeles,4800,1243.2
2023-03-01,eien4TMImjpfo9Sxvq0etLAAtIM=,sf-bay-area,180,36
2023-03-01,Nhh6gncUSi9euTQoFTfwTHsxf+A=,los-angeles,390,86
2023-03-01,AZ7/gRdH3bk3nyfZfDobv8frNf4=,washington-dc,2320,464
2023-03-01,n9GyGxwX89EykGLi5jNMsSUxPLQ=,sf-bay-area,840,-24
2023-03-01,Hsabm1G5U404X9WjrQ1nRR3Dq1Q=,sf-bay-area,2422.3,282.23
2023-03-01,uTQVJnCn2bWL/Vqn9r0lqROsw0c=,washington-dc,160,32
2023-03-01,BjWFxPv1epLOl6uX2RfuEzCOZgg=,washington-dc,3675,735
2023-03-01,w6h/9WXvPX5h/kq51aZ+TTfwGmA=,los-angeles,200,51.8
2023-03-01,yaTlrilG0QAotL95R2R9/dKkkmE=,los-angeles,480,104
2023-03-01,b3w6ulZbsodpAui2waH40yF3auo=,sf-bay-area,1900,380
2023-03-01,0ssQUNm6CDNHXgTTt+aAdXOYVNc=,sf-bay-area,1904.85,202.485
2023-03-01,zO7tEqsnBlEXvMBfe6vAsSCkMJY=,sf-bay-area,3620,724
2023-03-01,x3PT+ZNldk+6jPxarXlY+szzEV8=,sf-bay-area,3046,609.2
2023-03-01,JZPI2l0kerp8DhMujlleWxyOn9E=,sf-bay-area,712.5,142.5
2023-03-01,3CBzwx+nnKGtBRwnoVEeg7JIk3s=,sf-bay-area,390,78
2023-03-01,V1Dz0ie3NtTZQzmtwEta2XuRISY=,sf-bay-area,2356,433.2
2023-03-01,2WJzr21mYZHFgecqWAPDeWNrZUQ=,los-angeles,3120,728
2023-03-01,l9dqTzhCRb62AN9BnysxVoTRfhQ=,los-angeles,426,85.2
2023-03-01,l9dqTzhCRb62AN9BnysxVoTRfhQ=,sf-bay-area,210,42
2023-03-01,fkRjeQVQudIj66Mta0gXcNcC/9k=,los-angeles,1120,199
2023-03-01,XeQOYZ2JSBUbtL1bBLGLqbUlo74=,sf-bay-area,112,11.2
2023-03-01,EoPk2Rqhk7Z8hGcxiQWZr5S0Yvc=,los-angeles,224,44.8
2023-03-01,yw8VhkWcLABygkw0AtBCOwAMOwM=,sf-bay-area,1400,242
2023-03-01,smKcV7VCkKd6RaY7a97kUkgb8z0=,sf-bay-area,240,28
2023-03-01,ArFAefBgciVnG3xDKStkpbnDQa0=,sf-bay-area,160,0
2023-03-01,owyktCmI4C4a6Qm46+ky9BdarzU=,sf-bay-area,651.25,130.25
2023-03-01,Q61OJ4bQ8Hvwq+NQX8dVYLd1N5Y=,los-angeles,2840,587.8
2023-03-01,lKBo5YZi0BkoLZjKx4lYKknarGo=,other,240,56
2023-03-01,lKBo5YZi0BkoLZjKx4lYKknarGo=,los-angeles,2280,480
2023-03-01,nV87RbqPl9HKKinFFk/ZalePiAo=,los-angeles,6875,1604.166667
2023-03-01,ON4d5JdWk8lOrtyQGN2Gnh2N4pM=,los-angeles,300,60
2023-03-01,oZT6Htotq6xO7pjSblHvotzDglc=,los-angeles,2055,438.8
2023-03-01,XpJBSX9LRqERj/gV8wUUUN7mcL0=,sf-bay-area,3952.7,768.07
2023-03-01,MreYy6cPfQoJISLFfumbubXxf5g=,sf-bay-area,4014.5,819.7
2023-03-01,dtJx1mWqd5iMH32PQOYP2ZTJuTc=,other,240,56
2023-03-01,dtJx1mWqd5iMH32PQOYP2ZTJuTc=,los-angeles,1620,348
2023-03-01,u/6oDnXPjjYA70gckT+lwUVY34Q=,other,480,112
2023-03-01,u/6oDnXPjjYA70gckT+lwUVY34Q=,los-angeles,3770,776.4
2023-03-01,WLTF7SpM1yJTsTRQ19oDIySfrn0=,los-angeles,870,182
2023-03-01,AlM/qtwuDQwVy5snhvj94t00y9g=,los-angeles,840,168
2023-03-01,f4HZXVTFSbykH1jJDB5YD8npxME=,sf-bay-area,1550,310
2023-03-01,FGhKqsbPt3+HRFOMcbY18sl/X4E=,los-angeles,140,28
2023-03-01,pvMEtmSQ1bqGjetBFbUSbOH/D98=,sf-bay-area,200,40
2023-03-01,yIP/vZodApIJSFHm0J8FeqH9MV0=,los-angeles,4200,840
2023-03-01,6GeMt+3ae/B7vBpZsqK8kN0mK5E=,los-angeles,2160,504
2023-03-01,alQOnUIUBWCOIIwv3ZdmkQtbAqw=,sf-bay-area,3920.4,392.04
2023-03-01,PuXMshl6ALuxK8rWff8RhFCtr/M=,los-angeles,4038,847.6
2023-03-01,kfoZz4ekJl5PTwx+3tgPG552Tlg=,sf-bay-area,1586.25,298.5
2023-03-01,urPuCOvLEpabt5rJM5/q7Mh3Zi0=,sf-bay-area,892.2,145.96875
2023-03-01,2ntrFlCLF+yQTq/+H+4hgu+G/RI=,sf-bay-area,1811.2,282.37
2023-03-01,PA9kkfX4dy6Y7+TnN6TcS/oT9Go=,sf-bay-area,2782.75,525.595
2023-03-01,3XqBJ1c2ruq/2ZIecgN57o5Db3M=,sf-bay-area,4178,835.6
2023-03-01,hmQsvBvk0ikROMMghygRNE6iVtg=,los-angeles,1680,304
2023-03-01,edRzdhPESOshlfYjPTQ25OhPbFs=,los-angeles,1170,238
2023-03-01,C+WJDiYfkAfcSC1yY6zrQC6osJQ=,los-angeles,1405,281
2023-03-01,ChWTMcdzlNipyqzkeK87BPQQIn0=,los-angeles,480,104
2023-03-01,svD+w3JlZV5fzIQdQKhFgWDpuEs=,sf-bay-area,2850,570
2023-03-01,ScpyevpSOPFDOQlfKIN8LAXPLQI=,los-angeles,1280,267.8
2023-03-01,VR6SPoDlvp2usP5sJuEhA9aovHA=,los-angeles,1800,416
2023-03-01,5N1J1YMbsXUMFf/xGDy8epXrL5s=,los-angeles,3120,632
2023-03-01,QSFl5PzizqgNjutRo5AGDveeWtg=,los-angeles,400,80
2023-03-01,8FInvKiuDiECVPV/MdBwiPFwQVg=,sf-bay-area,2340,468
2023-03-01,JMLlkrVFsX+AhZRmf21hXbC/IVM=,los-angeles,240,56
2023-03-01,qhCWG4bN/1PrTfhW3OuTV0+Xats=,los-angeles,1080,267.4
2023-03-01,OGiIDr/KlfdkXg7TVUh4p6V8Y28=,sf-bay-area,212,31.2
2023-03-01,vty3yQbEjPfforV7VNT8u6k3ACI=,sf-bay-area,1107,221.4
2023-03-01,+zICTRNP65T9pz34I3CsLStGR/8=,sf-bay-area,800,160
2023-03-01,c4hyN2GGaHpUXbrfk1rHmTD6Cuc=,sf-bay-area,175,35
2023-03-01,cwJE6WQqRkuxFTIVDJaoXy3OvMg=,sf-bay-area,2509.5,451.2
2023-03-01,3fXBDmMGU18k557jfDGSkoVl6Yo=,sf-bay-area,200,40
2023-03-01,3fXBDmMGU18k557jfDGSkoVl6Yo=,sf-bay-area,192,38.4
2023-03-01,CH+XPzfvhiVt1L+yI3gJFlQqpuA=,other,0,0
2023-03-01,CH+XPzfvhiVt1L+yI3gJFlQqpuA=,los-angeles,640,107.8
2023-03-01,1KCucECZN0YQ6XRE3bCGBuju2To=,washington-dc,2022.5,404.5
2023-03-01,SLL2ctdmQavQJSy5WT5ytTTLIP4=,los-angeles,1299,283.8
2023-03-01,H9glcee6H56xrH9j/qEegonmBiA=,kansas-city,1887.66,283.149
2023-03-01,di48wEcyHM9Y6gaebgemi1iE8tY=,sf-bay-area,160,32
2023-03-01,Jc0Yw2P3JPeo+cyE9si8Zw/slZk=,los-angeles,678,135.6
2023-03-01,HPNj5D8oZtKVDdQT+kY4DU1hTqc=,sf-bay-area,4608,921.6
2023-03-01,W3vKP5ubZ3DwzJ2jEnGzbkiEzus=,sf-bay-area,4110.75,1060.15
2023-03-01,nyokiQyyoxu/hWw+iFANxFI+VCI=,sf-bay-area,550,110
2023-03-01,AkhbuZG8KHJOgogSYW7D4b8CLEo=,new-york-city,600,95
2023-03-01,kdaoF2oIVMEbiSk6ou1+oQdHlek=,sf-bay-area,3059.7,645.47
2023-03-01,arvx2LYudeDloQFVDLCDjdf0wz8=,sf-bay-area,1371.7,201.2
2023-03-01,VKxe6im/xrxyc+TqTK8loPlE/DY=,los-angeles,723,148.6
2023-03-01,M9K2kBC5FUvIJbAbT+jHMKk82GQ=,other,240,56
2023-03-01,M9K2kBC5FUvIJbAbT+jHMKk82GQ=,los-angeles,405,81
2023-03-01,bc0SSWvMYU2TYcSuS5OarRH75tI=,sf-bay-area,1366,234
2023-03-01,FU/effu8hdGISXNT7PHjh3LXlns=,los-angeles,224,44.8
2023-03-01,HT29qWHngp8/JvJftR/0kUUUO0U=,sf-bay-area,2250,450
2023-03-01,X6gEFTP2OgqIGRNLMcWXXdKaL/8=,sf-bay-area,815,138
2023-03-01,oqNDJigNqoHDa2C3fPqo39NQfS0=,sf-bay-area,2450,452
2023-03-01,5C5+IbbpbDKy4n1x5+KxZt5yN9I=,sf-bay-area,400,80
2023-03-01,eXxJBCT1XuKv8pa6LE8jfdmcDNU=,sf-bay-area,1559.4,213.565
2023-03-01,3ikAsXLuWBuN+l5+eakCHub5sio=,los-angeles,1280,227
2023-03-01,xxVUySz6IYzQPa6tVgIMz3NQUto=,sf-bay-area,4016,803.2
2023-03-01,ZLuhmzuToSv0iw7wAmYpgB9w04g=,sf-bay-area,830,166
2023-03-01,mcGo0A1dTA2XexXRlMJB4Rhx78o=,sf-bay-area,500,100
2023-03-01,zL0JxU07MrU/sbOKcKn5D8fH2zU=,washington-dc,2775,555
2023-03-01,2XZlrgiFRVJbRqyz8rg36529ats=,sf-bay-area,200,40
2023-03-01,pYLczyMII5hJMdJH1eUCODkc8JI=,los-angeles,0,0
2023-03-01,ygjOwMnGmFmKtaza7V7tvcGEFpE=,washington-dc,325,35
2023-03-01,ZtPmQep9FwLmJc3YREw78zj+S3A=,sf-bay-area,2270,454
2023-03-01,Gr+caXXNSXiK9uRsvNmA8qXSmpk=,los-angeles,920,63.8
2023-03-01,poretESPF20q+WPk+pUcKGz3fo0=,sf-bay-area,190,38
2023-03-01,TuCmm6wpFoV1FBlFVzV4zZqgdbY=,sf-bay-area,2273.5,379.1
2023-03-01,32CUU87vIdQl7NaSfRvwBBEKcvA=,sf-bay-area,700,140
2023-03-01,4bsI0LgqxaSYZf8CjJZq7WE1uqg=,los-angeles,1200,256
2023-03-01,Zrto9SVele8RsAXwjY0lgrl5Cq4=,sf-bay-area,210,42
2023-03-01,WP+wyoDWVP52hDlX96iZztdtNX0=,sf-bay-area,2950,590
2023-03-01,DXcEbtdgKr9UXAwnSiJAhhErqXY=,sf-bay-area,2959.375,434.755
2023-03-01,WiLOaLzoO4hjza6nk/muty57Uy0=,sf-bay-area,400,80
2023-03-01,pRTwdzlwzOz0hTSRCd9xCGZKMME=,sf-bay-area,240,48
2023-03-01,rBwwHnwAqTYF9bb54A7WpIkRA4A=,sf-bay-area,3200,640
2023-03-01,pcGj2NwL1x9UwtqwxsaeZ73lxpE=,sf-bay-area,370,74
2023-03-01,+hUwxlxjuEchL3umO3f/tQjG5lg=,sf-bay-area,1733.5,334.7
2023-03-01,TRvzxNXIVejaL0RUWcIHdSW2vmo=,los-angeles,198,39.6
2023-03-01,XU9dfSYUANRrJtjqgXh1K1xu0Ek=,los-angeles,1080,232
2023-03-01,b4WOEidjg7QXlquwAkjoZVYGjRo=,los-angeles,240,56
2023-03-01,sAFZAGbcYYng9P0oaJukXUo0XO8=,los-angeles,320,64
2023-03-01,f9joWWsZScbUIGNDGDWVB6eu9Ks=,sf-bay-area,1191,238.2
2023-03-01,pxE6dF5NIOo0mAna5m7P/v2kheQ=,sf-bay-area,1453.75,332.75
2023-03-01,7pkoxCObk+1jP0khxevDvOShEBo=,sf-bay-area,240,48
2023-03-01,zcpWzDui5nzBmvwmGduxcoOP/WY=,sf-bay-area,1837.5,367.5
2023-03-01,5Z7wXDLgBckIGvUBM9L/drPvzrE=,sf-bay-area,992.55,89.88
2023-03-01,lQLauZQnOmQzquKJdXnKdVCil1E=,sf-bay-area,93.75,18.75
2023-03-01,VLwcnXWcmqdak2vzX7cxWyRzLOI=,sf-bay-area,1120,224
2023-03-01,MTdW3bjotXJz15U0OK1wWaemYUw=,los-angeles,320,64
2023-03-01,vhrmp0i88F86A+DtkFbO28HZZQE=,new-york-city,600,120
2023-03-01,jj/53iYvEI1FSzUNbcqYqO12v+4=,other,240,56
2023-03-01,jj/53iYvEI1FSzUNbcqYqO12v+4=,los-angeles,2125,481
2023-03-01,nViihrH0o0zbfgd3Vhs7Svv+nxM=,sf-bay-area,112,11.2
2023-03-01,s+2LL89NVLgjnC0lMAdpn6/GQKA=,sf-bay-area,185,37
